credit_score,annual_revenue,monthly_expenses,existing_loans,monthly_emi,gst_months,collateral_value,loan_amount,years_in_business,debt_to_income,loan_to_income,profit_estimate,loan_approved
416,2441101,30687,1,82563,18,2141605,166467,6,0.40586440298865145,0.0681934094492608,2072857,1
543,3301627,118550,3,61497,26,1942349,1103210,3,0.22351525475167244,0.33414131881039255,1879027,1
836,2476632,108484,1,17519,6,1784191,1568157,9,0.08488463364763114,0.6331812719855029,1174824,1
374,3434499,68296,1,16202,25,2756364,858699,17,0.05660912989056046,0.2500216188736698,2614947,1
685,291665,60225,4,20083,4,2196129,1158343,17,0.8262767215812662,3.971484408482334,-431035,1
509,4175220,54828,0,43322,1,2461120,185021,2,0.12451176225444407,0.044314072072848855,3517284,1
774,4149349,262463,4,10013,15,863199,1933549,12,0.028957795548169123,0.4659885201268922,999793,1
717,2163439,293060,2,71605,44,1759434,179689,13,0.3971732043288487,0.08305711415944707,-1353281,1
646,1858931,196604,4,61763,10,1312777,1698750,13,0.3987001131295352,0.9138316591632503,-500317,1
828,3034503,109860,2,27341,38,1896797,855129,0,0.10812050605980617,0.28180199525259986,1716183,1
478,4665108,244551,2,10819,22,2577483,1610838,4,0.027829580794271,0.34529489992514645,1730496,1
481,2781243,62634,4,36761,34,710377,1089347,9,0.15860965762430684,0.39167631163476185,2029635,1
324,4524213,249709,3,54007,5,1275171,1087470,13,0.14324789747962796,0.2403666670866292,1527705,1
479,2746210,94992,4,29173,36,1153027,1060925,18,0.12747604880908597,0.38632333288422954,1606306,1
800,4534992,293513,0,56,0,519545,224463,6,0.0001481810772764318,0.04949578742366029,1012836,1
460,1324552,229826,4,52389,32,145044,1442062,14,0.4746268927154238,1.0887167887708449,-1433360,0
476,1428386,122960,3,26920,17,1935965,957430,8,0.22615735522470817,0.6702880033828391,-47134,1
584,3620979,32410,4,62467,54,1516581,419248,9,0.20701694210322677,0.11578305204200301,3232059,1
362,3964198,180802,3,63897,2,1634891,380858,7,0.19342222563050585,0.0960744140428909,1794574,1
455,4673391,188775,0,71532,56,2497624,1032203,8,0.18367476635274044,0.22086810198419093,2408091,1
768,2120759,250083,1,95337,18,555829,769949,10,0.5394502628540065,0.36305351055919133,-880237,1
348,2831550,175244,3,33387,9,320317,978014,7,0.1414928219526408,0.34539880983913407,728622,0
383,2796016,22684,3,16041,19,391442,1787165,17,0.0688450995988578,0.6391826799274396,2523808,1
660,2253171,171898,3,21258,10,323073,493164,4,0.11321644029680837,0.21887553141772195,190395,1
447,1527182,213360,0,13066,31,1289365,922669,7,0.10266752751145573,0.6041644021472228,-1033138,1
641,3687104,220579,2,2613,39,1907293,1731129,1,0.008504235302286021,0.46950913237055425,1040156,1
775,909441,147510,3,94373,19,2993464,1120106,17,1.2452440565138365,1.231642294552368,-860679,1
362,646015,121261,0,87293,54,627698,1605765,18,1.6215041446406042,2.4856466181125825,-809117,0
659,2888007,76068,1,19219,31,2312291,220448,17,0.0798571471606544,0.07633222495651845,1975191,1
626,2779669,242236,3,90777,42,154882,1345587,19,0.39188982573104925,0.4840817377896433,-127163,1
440,4052312,23055,2,69093,36,17686,1075879,15,0.2046031993587858,0.2654975727436584,3775652,1
514,4187400,147615,0,69707,21,2558979,981437,3,0.19976214357357788,0.23437861202655585,2416020,1
734,4543244,122255,1,4982,55,260507,1567773,16,0.01315887942624257,0.3450778782737621,3076184,1
617,1193477,256675,2,79068,3,2898245,626353,5,0.7950014956299953,0.5248136327721439,-1886623,0
331,2640285,109376,1,82554,12,2180772,1696917,11,0.37520494946568267,0.6427022082843329,1327773,0
584,3367950,29933,2,52760,5,2911180,392684,6,0.18798378835790316,0.11659436749357918,3008754,1
604,4474098,51979,4,56758,28,2294784,1125145,13,0.15223090777180115,0.25147973960337927,3850350,1
728,1836788,65047,4,48562,57,2082209,193677,11,0.31726252566981056,0.10544330646759452,1056224,1
776,4210673,24137,4,61033,1,777395,1506077,19,0.1739379904352582,0.35768082679419655,3921029,1
585,984326,293567,1,71273,56,94217,1166862,1,0.8688950611890776,1.1854426277473114,-2538478,0
443,2662282,109851,4,45670,59,584054,470403,3,0.20585347457557088,0.17669165024591685,1344070,1
723,1070181,54482,0,91097,24,2366915,874738,7,1.021475806429006,0.8173738834832612,416397,0
318,4627431,252723,0,89865,31,1869767,235656,9,0.23304075198528082,0.05092588090454509,1594755,1
317,4384001,43363,4,18957,59,2913389,475215,16,0.05188958670401763,0.10839755739106811,3863645,1
670,3487023,299229,2,66692,25,2375087,204635,6,0.2295092404036337,0.05868472906545211,-103725,1
474,2104400,76889,2,64074,25,609580,842553,9,0.36537160235696636,0.40037682950009507,1181732,0
493,4322758,99951,1,3868,37,784486,231195,16,0.010737589289060363,0.053483216039389665,3123346,1
801,2047669,281050,2,17151,21,198254,900648,15,0.10051038522339303,0.4398406187718816,-1324931,1
412,4728166,148227,3,8606,9,1952837,394753,12,0.02184187272612679,0.08348966597196461,2949442,1
413,3007747,137159,2,39338,22,293780,517076,17,0.15694671127591517,0.17191472554041282,1361839,1
521,4664418,198124,0,77011,3,456813,1288446,4,0.19812375305986726,0.276228674188291,2286930,0
563,3839342,106934,2,45304,15,2674911,571161,7,0.14159926362381886,0.14876533531006095,2556134,1
354,2942366,52691,1,35654,54,149210,1462793,6,0.145409510577542,0.497148553239128,2310074,0
757,4413720,237252,2,66397,41,787182,338662,17,0.18051983360974416,0.07672938020535965,1566696,1
461,676684,74697,1,96003,32,2914934,1866280,5,1.70247264602089,2.757978613355717,-219680,0
679,902356,286027,3,86834,12,2455765,1691399,12,1.154763751778677,1.8744253930821095,-2529968,0
386,2109103,51712,4,54109,45,996899,1167673,8,0.30785978683829096,0.5536348864896593,1488559,1
354,2297216,235932,3,93469,54,2772310,746899,7,0.4882553490834123,0.3251322470329303,-533968,1
775,4463139,133655,0,38998,43,1027428,1852434,11,0.10485355710409199,0.4150518278727147,2859279,1
477,1450033,43268,3,88203,12,1629974,801088,9,0.729939249658456,0.5524619094875772,930817,0
690,1652847,268562,3,57369,32,216502,1653568,6,0.4165104211097579,1.0004362170243222,-1569897,0
648,2938356,104383,0,81764,58,18687,1030680,6,0.33391733336600465,0.35076757207091314,1685760,1
307,4214676,272982,0,99954,13,1436314,920915,16,0.2845884238788462,0.2185019678855504,938892,1
612,1443922,257903,4,86377,7,2847739,781639,4,0.7178531804349543,0.5413304873808973,-1650914,1
742,3201878,226724,4,5990,25,1459603,136227,9,0.022449325052359897,0.0425459683348335,481190,1
627,1373290,270736,2,78183,21,226345,1406011,19,0.6831739836451151,1.023826722687852,-1875542,0
353,1165730,139755,1,18350,45,2274691,309973,14,0.1888945124514253,0.26590462628567507,-511330,1
538,3901351,248757,0,3286,0,1881116,1585251,12,0.010107267969480315,0.4063338571689653,916267,1
528,3396275,106842,3,50147,58,682678,1057166,13,0.17718353195780673,0.31127220263376787,2114171,1
350,4667443,96369,3,84062,59,780848,658945,16,0.21612347488764191,0.14117901386262244,3511015,1
563,649704,107533,4,99260,48,1902918,1366224,6,1.833327176683536,2.1028406782165416,-640692,0
717,1251207,53521,1,27620,15,865333,1265159,3,0.26489621621362414,1.011150832755891,608955,0
395,337039,246556,0,217,43,693737,1839631,8,0.007726108847937479,5.458214034577601,-2621633,1
387,4983063,263251,4,53098,28,2943392,1790245,18,0.1278683412190454,0.35926597757242884,1824051,1
377,2127124,62448,1,88115,51,52957,1884608,13,0.4970937284333212,0.8859887810959775,1377748,0
587,3459654,290082,0,44305,22,308221,1186596,2,0.15367432697026928,0.3429811189211407,-21330,1
419,521345,202185,3,99771,4,181607,342642,3,2.296467790043062,0.6572269802146371,-1904875,0
790,1066525,124262,3,45742,20,2477260,775985,1,0.5146658540587422,0.7275825695600197,-424619,1
751,647564,203707,4,19256,55,93062,449314,7,0.3568326837192926,0.6938526539461737,-1796920,1
799,3887894,223243,1,16416,49,21558,701441,1,0.05066804804863507,0.18041669860340842,1208978,1
464,4477404,225237,3,19871,35,1181918,250017,3,0.053256753243620635,0.05583972319674526,1774560,1
481,1697212,208894,1,23171,19,1910891,1194720,1,0.16382867903361512,0.7039309172925952,-809516,1
768,2791460,69934,4,90536,42,694989,1609154,3,0.38919848394746837,0.5764560480895302,1952252,1
306,1471635,204391,2,86802,7,508505,1725522,8,0.7078005075986913,1.1725203600077465,-981057,0
629,3913184,295013,1,3078,53,50684,1563107,1,0.009438861040012429,0.3994463332161227,373028,1
450,1498972,265979,1,94946,25,2589632,598722,19,0.7600889142692459,0.39942173703044487,-1692776,1
384,2614158,225827,4,37630,40,1903621,1226727,16,0.17273630744583915,0.46926276070535905,-95766,1
446,2290114,191869,2,77654,57,2720250,249931,0,0.4069002678469281,0.10913474176394712,-12314,1
680,228004,207370,3,87393,24,698142,1159612,5,4.599550885072191,5.0859283170470695,-2260436,0
847,1006903,102209,0,77746,51,2155690,1357379,15,0.926555984042157,1.3480732503528146,-219605,1
584,724252,102299,4,80567,41,929984,204781,3,1.3349000071798214,0.28274826993919244,-503336,0
381,2913260,64933,0,37062,6,763973,1022921,4,0.15266196631951834,0.3511258864639613,2134064,0
813,3536967,96579,2,99018,50,2244316,1102608,4,0.33594206561723644,0.311738277456363,2378019,1
822,3972245,160642,2,80306,21,1297526,1612049,8,0.2426013501181322,0.4058281903558315,2044541,1
685,677044,157958,1,36748,32,1667581,701606,4,0.6513254677687123,1.0362782921050921,-1218452,0
770,3148892,110177,0,37151,4,2265545,1552428,1,0.14157741834270593,0.4930076992161052,1826768,1
418,1594689,49018,0,51176,37,791094,1325237,6,0.38509828562183596,0.8310316306188855,1006473,0
695,1228464,173658,2,44689,11,2052134,1300184,14,0.43653538076817877,1.0583818492035582,-855432,1
831,1830188,22566,0,39630,59,2917321,840524,7,0.259842158291935,0.4592555518886584,1559396,1
560,346539,259471,3,18998,43,2228485,641365,2,0.6578653484889146,1.850772928876692,-2767113,0
555,3312211,96489,2,66346,52,1003703,529057,10,0.24036874462405927,0.15972925637889615,2154343,1
525,3945971,92940,1,10647,13,2871815,188519,9,0.032378342364908407,0.04777505967479234,2830691,1
352,2444900,146731,1,78740,6,457683,115160,3,0.3864697942656141,0.0471021309665017,684128,0
799,4941242,118382,1,6033,27,2718518,595060,11,0.014651377123403387,0.12042721242958754,3520658,1
805,2647586,230674,0,80781,51,2526735,882453,12,0.3661342823235959,0.33330475383991304,-120502,1
663,3423429,224447,2,26361,52,475521,1264883,6,0.09240209158711923,0.36947837971811304,730065,1
579,2526316,251538,1,66360,51,1194559,218602,18,0.3152099737325022,0.08652995112250407,-492140,1
457,2956241,42129,2,34495,45,569596,234945,15,0.14002241359889128,0.07947423772283789,2450693,1
358,4949943,50845,0,18616,15,1246218,1949899,9,0.04513021665097962,0.39392352598807706,4339803,1
427,1370025,99449,3,5680,40,1276114,1886420,6,0.04975091695407018,1.3769237787631612,176637,1
414,4995292,268380,3,72281,1,116227,1521245,2,0.1736378974442335,0.3045357508630126,1774732,0
508,959774,292883,3,7605,48,831555,1583247,1,0.09508488456657505,1.649603969267765,-2554822,0
825,4139115,209244,0,33530,30,2373456,1846781,0,0.09720918602164956,0.4461777457258375,1628187,1
820,2231722,153745,1,98325,35,979480,1403328,15,0.5286948822478785,0.6288095022587938,386782,1
536,4831813,254669,0,80348,13,2444903,410603,12,0.1995474576520242,0.08497907514218783,1775785,1
580,916696,51171,2,37329,45,64577,1408159,2,0.48865490849747356,1.5361242985679004,302644,0
658,1008094,109179,3,3305,27,37558,1127908,13,0.039341569337780005,1.1188520118163583,-302054,1
500,3876424,120022,2,94379,46,869152,1657120,17,0.2921630863909624,0.42748677647233635,2436160,1
577,463369,161696,0,40538,31,755733,476994,10,1.0498242221641931,1.0294042113304946,-1476983,0
534,1129700,128906,4,31394,27,236585,169882,18,0.3334761441090555,0.1503779764539258,-417172,1
793,1790143,72930,4,54044,11,1405082,1501475,2,0.36227720355301224,0.8387458432091738,914983,1
303,971668,185680,0,9733,12,2174474,1300456,19,0.12020155032377314,1.338374835849282,-1256492,1
741,4317472,69649,1,8612,21,1665833,962325,1,0.023936229349026467,0.22289084908946716,3481684,1
328,1752151,233528,2,63866,41,2442701,1513488,5,0.43740065782001664,0.8637885661680985,-1050185,0
408,369259,83503,0,4436,47,1101901,1896843,3,0.14415897784481896,5.136890366924029,-632777,0
374,2544297,193196,0,26559,28,1169511,1288978,12,0.125263677943259,0.5066145972738245,225945,1
445,2607777,116875,4,73850,29,514026,251164,7,0.3398296710186492,0.09631345011479125,1205277,1
427,1293128,184139,3,41393,14,325909,866146,14,0.38411974684640654,0.6698068559338287,-916540,0
341,399041,71538,3,16335,39,81544,647421,0,0.49122771845499585,1.6224423054272619,-459415,0
655,3083309,57455,1,22715,3,643790,1800563,15,0.08840502200720071,0.5839709870142759,2393849,1
340,1648650,253547,1,4165,32,538336,818462,19,0.03031571285597307,0.49644375701331395,-1393914,1
333,929846,40243,1,51790,45,2466130,1230633,4,0.6683687406301688,1.3234804472998756,446930,0
316,274474,143793,4,53029,8,1711902,490439,12,2.3184272462965527,1.7868322682658466,-1451042,0
452,2013318,89231,0,96573,50,598289,893538,16,0.5756050459986947,0.4438136449383555,942546,1
677,3669327,94648,1,80308,37,2988939,844522,1,0.262635627732279,0.23015719231346785,2533551,1
641,4972832,209939,4,17999,15,2379641,1196718,12,0.04343360081337958,0.2406512023732151,2453564,1
326,2634092,92778,2,15505,25,1843072,1983507,1,0.07063534606991707,0.7530135621686714,1520756,0
586,4186752,75283,0,22388,55,1366625,1376779,10,0.06416811886636706,0.3288417847534318,3283356,1
467,2033610,83853,2,46461,42,1812870,494274,14,0.27415876200451417,0.24305250269225662,1027374,1
567,3730053,40001,3,80051,52,513912,235686,8,0.257533069905441,0.06318569736140478,3250041,1
754,2549203,22700,3,98839,26,1279235,1300309,18,0.4652701256039633,0.5100845244572519,2276803,1
700,4310690,209219,0,33890,54,2297851,1175168,3,0.0943422050762175,0.27261714481904287,1800062,1
775,1830910,295483,1,53517,10,97964,763721,16,0.3507567275289337,0.4171264562430704,-1714886,1
429,4263627,269126,0,39857,45,329901,1552528,14,0.11217773036900273,0.36413316643318,1034115,1
662,908029,227692,1,87133,42,1976019,1629125,6,1.1515006679302093,1.794133227022485,-1824275,0
591,2963357,248510,3,79639,25,2469058,1465714,12,0.3224950621879173,0.49461269769386546,-18763,1
670,1266970,211745,0,82578,13,2202577,1431007,7,0.7821305950417137,1.1294718896264315,-1273970,0
328,3177577,49044,0,96540,56,2805176,500440,0,0.3645796781635819,0.15749106945323432,2589049,1
448,3405060,213833,1,48149,0,2103567,1076235,8,0.16968511568078096,0.3160693203643989,839064,1
595,1416953,222556,3,14337,10,1404210,591420,17,0.12141828275179205,0.4173885795788569,-1253719,1
310,3388356,248479,3,96204,29,536883,1066337,16,0.3407103621933469,0.3147063059489617,406608,1
811,3104936,103725,1,27683,23,1627784,1413771,16,0.10698964487512787,0.4553301581739527,1860236,1
412,1728474,117585,1,63269,49,1007493,1840370,7,0.439247567507524,1.0647368719460055,317454,0
486,1069403,41694,1,72754,48,2590926,1905000,2,0.8163882091222859,1.7813677350820971,569075,0
526,1419034,195460,3,79330,3,2406277,1922459,10,0.6708507336681151,1.354765988693717,-926486,0
609,3186611,233440,3,57360,21,2862812,1569317,1,0.21600377328767145,0.4924720965313934,385331,1
397,650281,52835,0,50764,45,450330,1379312,1,0.9367765627474892,2.121101493046852,16261,0
354,1106644,218470,3,5397,7,719346,847521,15,0.05852288540849632,0.7658479149572943,-1514996,0
705,4873024,38186,2,64949,46,530033,1189958,16,0.15993929026411527,0.24419292825153335,4414792,1
368,3354267,180617,2,45031,15,378617,382501,8,0.1610998766645589,0.11403415410878144,1186863,0
611,4526639,262130,1,95065,32,1228076,1806765,0,0.25201479508306274,0.3991405102107767,1381079,1
588,4185977,125858,1,68269,32,859560,459152,11,0.1957077165020257,0.10968813254348984,2675681,1
847,3586038,48401,1,24838,9,494619,1622137,5,0.0831156836597939,0.4523479673109989,3005226,1
447,3552601,117764,0,22425,1,1068575,1083185,10,0.07574731865469835,0.3048991429096597,2139433,1
766,3656979,78611,2,39119,56,1770712,430053,5,0.12836497010237138,0.11759788612403844,2713647,1
543,3212824,294346,2,99111,43,585524,784619,19,0.37018274265879486,0.24421474690179107,-319328,1
790,1610375,214440,3,51664,3,1925190,650805,4,0.3849836218272142,0.40413257781572615,-962905,1
806,780420,254891,2,33125,22,2142237,1813997,12,0.5093411240101484,2.324385587247892,-2278272,1
664,4499798,108121,3,7311,50,113919,564140,0,0.01949687519306422,0.12537007216768398,3202346,1
781,2087987,133944,0,35169,26,144030,612584,15,0.20212194807726294,0.29338496839300243,480659,1
500,4982389,276556,1,34042,32,804360,315657,18,0.08198958371174953,0.0633545473868058,1663717,1
453,3397526,133765,1,33756,32,1430497,541055,10,0.11922557767034013,0.15924970110604011,1792346,1
749,4017738,83535,3,81140,40,510274,414889,1,0.24234531967987957,0.10326432435365372,3015318,1
800,1518154,205165,4,16401,19,2514852,177594,0,0.1296390221281899,0.11698022730236854,-943826,1
372,1016460,133056,3,50890,12,715121,135597,12,0.6007909804616021,0.13340121598488874,-580212,0
595,3936574,297619,0,6628,10,2745499,185256,16,0.020204370602457875,0.04706021022340746,365146,1
316,2364725,195977,2,70657,18,1272473,910632,13,0.3585550116821195,0.38509002103838713,13001,0
516,2764660,99870,3,93109,52,2524242,1788793,16,0.40413938784515996,0.6470209718374049,1566220,1
360,4739427,104366,0,50065,48,317263,1022552,9,0.12676215922304532,0.21575435173914484,3487035,1
341,478747,143836,1,41525,31,1322263,1020799,16,1.0408420313860975,2.132230593612075,-1247285,0
324,2625237,112814,4,91464,2,2762419,1485832,12,0.4180833958991131,0.5659801381741915,1271469,1
338,4436901,247119,4,32398,51,2630745,1823682,5,0.0876233208719329,0.411026074280224,1471473,1
430,1070670,60185,3,34239,12,731075,1131321,3,0.3837484939337051,1.056647706576256,348450,0
797,4830239,84398,2,68699,27,2879972,753992,3,0.17067230006631143,0.1560982800229968,3817463,1
528,1552471,271326,3,48647,21,2878570,485129,13,0.3760224828676349,0.31248828480532004,-1703441,1
407,4481282,116682,4,21755,56,2952141,1793304,3,0.05825565094988443,0.40017655661928886,3081098,1
471,3625565,96593,4,49069,18,2935806,1750242,4,0.16240999678670773,0.48275013687521806,2466449,1
